surface_text,book,chapter,verse,clause_atom,predicate,reference,participant,actor,slots,func,compound,otype
TXLLW,Leviticus,22,32,528797,XLL,XLL,2pm=,>HRN BN >HRN BN JFR>L,65916,VbPred,2032,945060
>T CM QDCJ,Leviticus,22,32,528797,XLL,>T CM QDC+S,0sm=CM QDC+>NJ,CM QDC JHWH,65917 65918 65919,Obj1,2033 2034 2035,945061
QDCJ,Leviticus,22,32,528797,XLL,QDC+110,0sm=QDC+>NJ,QDC JHWH,65919,#NAVN?,2034 2035,1317965
sfx:J,Leviticus,22,32,528797,XLL,sfx,1sc=>NJ,JHWH,65919,#NAVN?,2035,65919
NQDCTJ,Leviticus,22,32,528798,QDC,QDC,1sc=>NJ,JHWH,65921,VbPred,2036,945063
B-TWK BNJ JFR>L,Leviticus,22,32,528798,QDC,B TWK BN JFR>L,...,...,65922 65923 65924 65925,Compl1,2037 2038 2039,...
BNJ JFR>L,Leviticus,22,32,528798,QDC,BN JFR>L,0pm=BN JFR>L,BN JFR>L,65924 65925,#NAVN?,2038 2039,1317969
JFR>L,Leviticus,22,32,528798,QDC,JFR>L,JFR>L,JFR>L,65925,#NAVN?,2039,1317968
>NJ,Leviticus,22,32,528799,....,>NJ,1sc=>NJ,JHWH,65926,Subj,2040,945065
JHWH,Leviticus,22,32,528799,....,JHWH,0sm=JHWH,JHWH,65927,PrCompl,2041,945066
MQDCKM,Leviticus,22,32,528800,....,QDC,0sm=JHWH,JHWH,65928,534,2042 2043,945067
sfx:KM,Leviticus,22,32,528800,....,sfx,2pm=,>HRN BN >HRN BN JFR>L,65928,Obj1,2043,65928
MWYJ>,Leviticus,22,33,528801,....,JY>,0sm=JHWH,JHWH,65930,PrCompl,2044,945069
sfx:KM,Leviticus,22,33,528801,....,sfx,2pm=,>HRN BN >HRN BN JFR>L,65931,Obj1,2045,65931
M->RY MYRJM,Leviticus,22,33,528801,....,MN >RY MYRJM,...,...,65932 65933 65934,Compl1,2046 2047,...
MYRJM,Leviticus,22,33,528801,....,MYRJM,...,...,65934,#NAVN?,2047,...
L-HJWT,Leviticus,22,33,528802,HJH,L HJH,0sm=JHWH,JHWH,65935 65936,VbPred,2048,945072
sfx:KM,Leviticus,22,33,528802,HJH,sfx,2pm=,>HRN BN >HRN BN JFR>L,65937,Compl1,2049,65937
L->LHJM,Leviticus,22,33,528802,HJH,L >LHJM,...,JHWH,65938 65939,PrCompl,2050,945074
>NJ,Leviticus,22,33,528803,....,>NJ,1sc=>NJ,JHWH,65940,Subj,2051,945075
JHWH,Leviticus,22,33,528803,....,JHWH,0sm=JHWH,JHWH,65941,PrCompl,2052,945076
JDBR,Leviticus,23,1,528804,DBR,DBR,3sm=JHWH,JHWH,65943,VbPred,2053,945078
JHWH,Leviticus,23,1,528804,DBR,JHWH,3sm=JHWH,JHWH,65944,Subj,2054,945079
>L MCH,Leviticus,23,1,528804,DBR,>L MCH,3sm=MCH,MCH,65945 65946,Compl1,2055,945080
L->MR,Leviticus,23,1,528805,>MR,L >MR,3sm=JHWH,JHWH,65947 65948,VbPred,2056,945081
DBR,Leviticus,23,2,528806,DBR,DBR,2sm=,MCH,65949,VbPred,2057,945082
>L BNJ JFR>L,Leviticus,23,2,528806,DBR,>L BN JFR>L,3pm=BN JFR>L,BN JFR>L,65950 65951 65952,Compl1,2058 2059,945083
JFR>L,Leviticus,23,2,528806,DBR,JFR>L,JFR>L,JFR>L,65952,#NAVN?,2059,1317973
>MRT,Leviticus,23,2,528807,>MR,>MR,2sm=,MCH,65954,VbPred,2060,945085
sfx:HM,Leviticus,23,2,528807,>MR,sfx,3pm=BN JFR>L,BN JFR>L,65955,Compl1,2061,65955
MW<DJ JHWH,Leviticus,23,2,528808,....,MW<D JHWH,3pm=MW<D JHWH,MW<D JHWH,65956 65957,Subj,2062 2063,945087
JHWH,Leviticus,23,2,528808,....,JHWH,0sm=JHWH,JHWH,65957,#NAVN?,2063,1317975
TQR>W,Leviticus,23,2,528809,QR>,QR>,2pm=,BN JFR>L,65959,VbPred,2064,945089
sfx:M,Leviticus,23,2,528809,QR>,sfx,3pm=MW<D JHWH,MW<D JHWH,65960,Obj1,2065,65960
MQR>J QDC,Leviticus,23,2,528810,....,MQR> QDC,0pm=MQR> QDC,MW<D JHWH,65961 65962,PrCompl,2066 2067,945091
QDC,Leviticus,23,2,528810,....,QDC,0sm=QDC,QDC,65962,#NAVN?,2067,1317977
>LH,Leviticus,23,2,528811,....,>LH,"3pm=MW<D+1sc""I""",MW<D JHWH,65963,572,2068,945092
HM,Leviticus,23,2,528812,....,HM,"3pm=MW<D+1sc""I""",MW<D JHWH,65964,Subj,2069,945093
MW<DJ,Leviticus,23,2,528812,....,MW<D+110,"3pm=MW<D+1sc""I""",MW<D JHWH,65965,PrCompl,2070 2071,945094
sfx:J,Leviticus,23,2,528812,....,sfx,1sc=,JHWH,65965,#NAVN?,2071,65965
CCT JMJM,Leviticus,23,3,528813,<FH,CC JWM,...,...,65966 65967,Time,2072 2073,...
JMJM,Leviticus,23,3,528813,<FH,JWM,...,...,65967,#NAVN?,2073,...
T<FH,Leviticus,23,3,528813,<FH,<FH,3sf=ML>KH,ML>KH,65968,VbPred,2074,945096
ML>KH,Leviticus,23,3,528813,<FH,ML>KH,3sf=ML>KH,ML>KH,65969,Subj,2075,945097
B--JWM H-CBJ<J,Leviticus,23,3,528814,....,B H JWM H CBJ<J,0sm=JWM CBJ<J,CBT CBTWN,65971 65972 65973 65974 65975,PrCompl,2076,945099
CBT CBTWN,Leviticus,23,3,528814,....,CBT CBTWN,3sf=CBT CBTWN,CBT CBTWN,65976 65977,Subj,2077 2078,945100
CBTWN,Leviticus,23,3,528814,....,CBTWN,0sm=CBTWN,CBTWN,65977,#NAVN?,2078,1317983
MQR> QDC,Leviticus,23,3,528814,....,MQR> QDC,3sm=MQR> QDC,CBT CBTWN,65978 65979,#NAVN?,2079 2080,945101
QDC,Leviticus,23,3,528814,....,QDC,0sm=QDC,QDC,65979,#NAVN?,2080,1317985
ML>KH,Leviticus,23,3,528815,<FH,ML>KH,3sf=ML>KH,ML>KH,65981,Obj1,2081,1317987
T<FW,Leviticus,23,3,528815,<FH,<FH,2pm=,BN JFR>L,65983,VbPred,2082,945104
CBT,Leviticus,23,3,528816,....,CBT,3sf=CBT CBTWN,CBT CBTWN,65984,PrCompl,2083,945105
HW>,Leviticus,23,3,528816,....,HJ>,3sf=CBT CBTWN,CBT CBTWN,65985,Subj,2084,945106
L-JHWH,Leviticus,23,3,528816,....,L JHWH,0sm=JHWH,JHWH,65986 65987,Compl1,2085,945107
MWCBTJKM,Leviticus,23,3,528816,....,MWCB+232,"0pm=MWCB+2pm""YOUPlmas""",MWCB BN JFR>L,65990,Adjunc,2086 2087,1317989
sfx:KM,Leviticus,23,3,528816,....,sfx,2pm=,BN JFR>L,65990,#NAVN?,2087,65990
>LH,Leviticus,23,4,528817,....,>LH,3pm=MW<D JHWH,MW<D JHWH,65991,Subj,2088,945109
MW<DJ JHWH,Leviticus,23,4,528817,....,MW<D JHWH,3pm=MW<D JHWH,MW<D JHWH,65992 65993,PrCompl,2089 2090,945110
JHWH,Leviticus,23,4,528817,....,JHWH,0sm=JHWH,JHWH,65993,#NAVN?,2090,1317991
MQR>J QDC,Leviticus,23,4,528817,....,MQR> QDC,0pm=MQR> QDC,MQR> QDC,65994 65995,#NAVN?,2091 2092,945111
QDC,Leviticus,23,4,528817,....,QDC,0sm=QDC,QDC,65995,#NAVN?,2092,1317993
TQR>W,Leviticus,23,4,528818,QR>,QR>,2pm=,BN JFR>L,65997,VbPred,2093,945113
sfx:M,Leviticus,23,4,528818,QR>,sfx,3pm=MW<D JHWH,MW<D JHWH,65998,Obj1,2094,65998
B-MW<DM,Leviticus,23,4,528818,QR>,B MW<D+332,...,...,65999 66000,Adjunc,2095 2096,...
sfx:M,Leviticus,23,4,528818,QR>,sfx,3pm=MW<D JHWH,MW<D JHWH,66000,#NAVN?,2096,66000
B--XDC H-R>CWN,Leviticus,23,5,528819,....,B H XDC H R>CWN,0sm=XDC R>CWN,PSX,66001 66002 66003 66004 66005,PrCompl,2097,945116
B->RB<H <FR,Leviticus,23,5,528819,....,B >RB< <FR,...,PSX,66006 66007 66008,#NAVN?,2098,945117
L--XDC,Leviticus,23,5,528819,....,L H XDC,0sm=XDC,PSX,66009 66010 66011,#NAVN?,2099,945118
BJN H-<RBJM,Leviticus,23,5,528819,....,BJN H <RB,...,PSX,66012 66013 66014,#NAVN?,2100,945119
PSX,Leviticus,23,5,528819,....,PSX,...,PSX,66015,Subj,2101,945120
L-JHWH,Leviticus,23,5,528819,....,L JHWH,0sm=JHWH,JHWH,66016 66017,#NAVN?,2102,945121
B-XMCH <FR JWM,Leviticus,23,6,528820,....,B XMC <FR JWM,0sf=XMC <FR JWM,XG MYH,66019 66020 66021 66022,PrCompl,2103,945123
L--XDC H-ZH,Leviticus,23,6,528820,....,L H XDC H ZH,0sm=XDC R>CWN,XG MYH,66023 66024 66025 66026 66027,#NAVN?,2104,945124
XG H-MYWT,Leviticus,23,6,528820,....,XG H MYH,...,XG MYH,66028 66029 66030,Subj,2105 2106,945125
H-MYWT,Leviticus,23,6,528820,....,H MYH,0pf=MYH,MYH,66029 66030,#NAVN?,2106,1318005
L-JHWH,Leviticus,23,6,528820,....,L JHWH,0sm=JHWH,JHWH,66031 66032,#NAVN?,2107,945126
CB<T JMJM,Leviticus,23,6,528821,>KL,CB< JWM,0sf=CB< JWM,CB< JWM,66033 66034,Time,2108 2109,945127
JMJM,Leviticus,23,6,528821,>KL,JWM,2pm=,JWM,66034,#NAVN?,2109,1318007
MYWT,Leviticus,23,6,528821,>KL,MYH,0pf=MYH,MYH,66035,Obj1,2110,945128
T>KLW,Leviticus,23,6,528821,>KL,>KL,2pm=,BN JFR>L,66036,VbPred,2111,945129
B--JWM H-R>CWN,Leviticus,23,7,528822,HJH,B H JWM H R>CWN,0sm=JWM R>CWN,JWM R>CWN,66037 66038 66039 66040 66041,Time,2112,945130
MQR> QDC,Leviticus,23,7,528822,HJH,MQR> QDC,3sm=MQR> QDC,MQR> QDC,66042 66043,Subj,2113 2114,945131
QDC,Leviticus,23,7,528822,HJH,QDC,0sm=QDC,QDC,66043,#NAVN?,2114,1318011
JHJH,Leviticus,23,7,528822,HJH,HJH,3sm=MQR> QDC,MQR> QDC,66044,VbPred,2115,945132
sfx:KM,Leviticus,23,7,528822,HJH,sfx,2pm=,BN JFR>L,66045,PrCompl,2116,66045
ML>KT <BDH,Leviticus,23,7,528823,<FH,ML>KT <BDH,0sf=ML>KT <BDH,ML>KT <BDH,66047 66048,Obj1,2117 2118,1318015
<BDH,Leviticus,23,7,528823,<FH,<BDH,0sf=<BDH,<BDH,66048,#NAVN?,2118,1318014
T<FW,Leviticus,23,7,528823,<FH,<FH,2pm=,BN JFR>L,66050,VbPred,2119,945136
HQRBTM,Leviticus,23,8,528824,QRB,QRB,2pm=,BN JFR>L,66052,VbPred,2120,945138
>CH,Leviticus,23,8,528824,QRB,>CH,0sm=>CH,>CH,66053,Obj1,2121,945139
L-JHWH,Leviticus,23,8,528824,QRB,L JHWH,0sm=JHWH,JHWH,66054 66055,Compl1,2122,945140
CB<T JMJM,Leviticus,23,8,528824,QRB,CB< JWM,0sf=CB< JWM,CB< JWM,66056 66057,Time,2123 2124,945141
JMJM,Leviticus,23,8,528824,QRB,JWM,2pm=,JWM,66057,#NAVN?,2124,1318017
B--JWM H-CBJ<J,Leviticus,23,8,528825,....,B H JWM H CBJ<J,0sm=JWM CBJ<J,MQR> QDC,66058 66059 66060 66061 66062,PrCompl,2125,945142
MQR> QDC,Leviticus,23,8,528825,....,MQR> QDC,3sm=MQR> QDC,MQR> QDC,66063 66064,Subj,2126 2127,945143
QDC,Leviticus,23,8,528825,....,QDC,0sm=QDC,QDC,66064,#NAVN?,2127,1318021
ML>KT <BDH,Leviticus,23,8,528826,<FH,ML>KT <BDH,0sf=ML>KT <BDH,ML>KT <BDH,66066 66067,Obj1,2128 2129,1318025
<BDH,Leviticus,23,8,528826,<FH,<BDH,0sf=<BDH,<BDH,66067,#NAVN?,2129,1318024
T<FW,Leviticus,23,8,528826,<FH,<FH,2pm=,BN JFR>L,66069,VbPred,2130,945146
JDBR,Leviticus,23,9,528827,DBR,DBR,3sm=JHWH,JHWH,66071,VbPred,2131,945148
JHWH,Leviticus,23,9,528827,DBR,JHWH,3sm=JHWH,JHWH,66072,Subj,2132,945149
>L MCH,Leviticus,23,9,528827,DBR,>L MCH,3sm=MCH,MCH,66073 66074,Compl1,2133,945150
L->MR,Leviticus,23,9,528828,>MR,L >MR,3sm=JHWH,JHWH,66075 66076,VbPred,2134,945151
DBR,Leviticus,23,10,528829,DBR,DBR,2sm=,MCH,66077,VbPred,2135,945152
>L BNJ JFR>L,Leviticus,23,10,528829,DBR,>L BN JFR>L,3pm=BN JFR>L,BN JFR>L,66078 66079 66080,Compl1,2136 2137,945153
JFR>L,Leviticus,23,10,528829,DBR,JFR>L,JFR>L,JFR>L,66080,#NAVN?,2137,1318027
>MRT,Leviticus,23,10,528830,>MR,>MR,2sm=,MCH,66082,VbPred,2138,945155
sfx:HM,Leviticus,23,10,528830,>MR,sfx,3pm=BN JFR>L,BN JFR>L,66083,Compl1,2139,66083
TB>W,Leviticus,23,10,528831,BW>,BW>,2pm=,BN JFR>L,66085,VbPred,2140,945158
>L H->RY,Leviticus,23,10,528831,BW>,>L H >RY,3sf=>RY,>RY,66086 66087 66088,Compl1,2141,945159
>NJ,Leviticus,23,10,528832,....,>NJ,1sm=>NJ,JHWH,66090,Subj,2142,945161
NTN,Leviticus,23,10,528832,....,NTN,1sm=>NJ,JHWH,66091,PrCompl,2143,945162
sfx:KM,Leviticus,23,10,528832,....,sfx,2pm=,BN JFR>L,66092,Compl1,2144,66092
QYRTM,Leviticus,23,10,528833,QYR,QYR,2pm=,BN JFR>L,66094,VbPred,2145,945165
>T QYJRH,Leviticus,23,10,528833,QYR,>T QYJR+311,...,...,66095 66096,Obj1,2146 2147,...
sfx:H,Leviticus,23,10,528833,QYR,sfx,3sf=>RY,>RY,66096,#NAVN?,2147,66096
HB>TM,Leviticus,23,10,528834,BW>,BW>,2pm=,BN JFR>L,66098,VbPred,2148,945168
>T <MR R>CJT QYJRKM,Leviticus,23,10,528834,BW>,>T <MR R>CJT QYJR+S,"3sm=<MR R>CJT QYJR+2pm""YOUPlmas""",<MR R>CJT QYJR BN JFR>L,66099 66100 66101 66102,Obj1,2149 2150 2151 2152,945169
R>CJT QYJRKM,Leviticus,23,10,528834,BW>,R>CJT QYJR+S,...,...,66101 66102,#NAVN?,2150 2151 2152,...
QYJRKM,Leviticus,23,10,528834,BW>,QYJR+232,...,...,66102,#NAVN?,2151 2152,...
sfx:KM,Leviticus,23,10,528834,BW>,sfx,2pm=,BN JFR>L,66102,#NAVN?,2152,66102
>L H-KHN,Leviticus,23,10,528834,BW>,>L H KHN,3sm=KHN,KHN,66103 66104 66105,Compl1,2153,945170
HNJP,Leviticus,23,11,528835,NWP,NWP,3sm=KHN,KHN,66107,VbPred,2154,945172
>T H-<MR,Leviticus,23,11,528835,NWP,>T H <MR,"3sm=<MR R>CJT QYJR+2pm""YOUPlmas""",<MR R>CJT QYJR BN JFR>L,66108 66109 66110,Obj1,2155,945173
L-PNJ JHWH,Leviticus,23,11,528835,NWP,L PNH JHWH,0sm=JHWH,PNH JHWH,66111 66112 66113,Compl1,2156 2157,945174
JHWH,Leviticus,23,11,528835,NWP,JHWH,0sm=JHWH,JHWH,66113,#NAVN?,2157,1318033
L-RYNKM,Leviticus,23,11,528835,NWP,L RYWN+232,...,...,66114 66115,Adjunc,2158 2159,...
sfx:KM,Leviticus,23,11,528835,NWP,sfx,2pm=,BN JFR>L,66115,#NAVN?,2159,66115
M-MXRT H-CBT,Leviticus,23,11,528836,NWP,MN MXRT H CBT,0sf=MXRT CBT,MXRT CBT,66116 66117 66118 66119,Time,2160 2161,945176
H-CBT,Leviticus,23,11,528836,NWP,H CBT,CBT,CBT,66118 66119,#NAVN?,2161,1318035
JNJPNW,Leviticus,23,11,528836,NWP,NWP,3sm=KHN,KHN,66120,VbPred,2162 2163,945177
sfx:NW,Leviticus,23,11,528836,NWP,sfx,"3sm=<MR R>CJT QYJR+2pm""YOUPlmas""",<MR R>CJT QYJR BN JFR>L,66120,Obj1,2163,66120
H-KHN,Leviticus,23,11,528836,NWP,H KHN,3sm=KHN,KHN,66121 66122,Subj,2164,945178
<FJTM,Leviticus,23,12,528837,<FH,<FH,2pm=,BN JFR>L,66124,VbPred,2165,945180
B-JWM,Leviticus,23,12,528837,<FH,B JWM,0sm=JWM,JWM,66125 66126,Time,2166,945181
HNJPKM,Leviticus,23,12,528838,NWP,NWP,2pm=,BN JFR>L,66127,VbPred,2167 2168,945182
sfx:KM,Leviticus,23,12,528838,NWP,sfx,2pm=,BN JFR>L,66127,Subj,2168,66127
>T H-<MR,Leviticus,23,12,528838,NWP,>T H <MR,"3sm=<MR R>CJT QYJR+2pm""YOUPlmas""",<MR R>CJT QYJR BN JFR>L,66128 66129 66130,Obj1,2169,945183
KBF TMJM,Leviticus,23,12,528839,....,KBF TMJM,3sm=KBF TMJM,KBF TMJM,66131 66132,Obj1,2170,945184
BN CNTW,Leviticus,23,12,528839,....,BN CNH+S,...,...,66133 66134,#NAVN?,2171 2172 2173,...
CNTW,Leviticus,23,12,528839,....,CNH+312,...,...,66134,#NAVN?,2172 2173,...
sfx:W,Leviticus,23,12,528839,....,sfx,3sm=KBF TMJM,KBF TMJM,66134,#NAVN?,2173,66134
L-<LH,Leviticus,23,12,528839,....,L <LH,3sf=<LH,<LH,66135 66136,Compl1,2174,945186
L-JHWH,Leviticus,23,12,528839,....,L JHWH,0sm=JHWH,JHWH,66137 66138,#NAVN?,2175,945187
MNXTW,Leviticus,23,13,528840,....,MNXH+312,0sf=MNXH+<LH,MNXH <LH,66140,Subj,2176 2177,945189
sfx:W,Leviticus,23,13,528840,....,sfx,3sf=<LH,<LH,66140,#NAVN?,2177,66140
CNJ <FRNJM SLT,Leviticus,23,13,528840,....,CNJM <FRWN SLT,3pf=CNJM <FRWN SLT,MNXH <LH,66141 66142 66143,PrCompl,2178 2179,945190
<FRNJM SLT,Leviticus,23,13,528840,....,<FRWN SLT,0pm=<FRWN SLT,<FRWN SLT,66142 66143,#NAVN?,2179,1318043
BLWLH,Leviticus,23,13,528841,....,BLL,0sf=MNXH+<LH,MNXH <LH,66144,PrCompl,2180,945191
B--CMN,Leviticus,23,13,528841,....,B H CMN,...,...,66145 66146 66147,Compl1,2181,...
>CH,Leviticus,23,13,528842,....,>CH,0sm=>CH,>CH,66148,PrCompl,2182,945193
L-JHWH,Leviticus,23,13,528842,....,L JHWH,0sm=JHWH,JHWH,66149 66150,Compl1,2183,945194
RJX NJXX,Leviticus,23,13,528842,....,RJX NJXX,0sm=RJX NJXX,RJX NJXX,66151 66152,Adjunc,2184 2185,945195
NJXX,Leviticus,23,13,528842,....,NJXX,3sf=<LH,NJXX,66152,#NAVN?,2185,1318045
NSKH JJN,Leviticus,23,13,528843,....,NSK+312 JJN,...,RBJ>J HJN,66154 66155,PrCompl,2186 2187,945197
sfx:H,Leviticus,23,13,528843,....,sfx,3sf=<LH,<LH,66154,#NAVN?,2187,66154
RBJ<T H-HJN,Leviticus,23,13,528843,....,RBJ<J H HJN,...,RBJ>J HJN,66156 66157 66158,#NAVN?,2188 2189,945198
H-HJN,Leviticus,23,13,528843,....,H HJN,...,...,66157 66158,#NAVN?,2189,...
LXM W-QLJ W-KRML,Leviticus,23,14,528844,>KL,LXM W QLJ W KRML,...,...,66160 66161 66162 66163 66164,Obj1,2190 2191 2192 2193 2194,...
LXM W-QLJ,Leviticus,23,14,528844,>KL,LXM W QLJ,...,...,66160 66161 66162,#NAVN?,2191 2192 2193,...
LXM,Leviticus,23,14,528844,>KL,LXM,...,...,66160,#NAVN?,2192,...
QLJ,Leviticus,23,14,528844,>KL,QLJ,...,...,66162,#NAVN?,2193,...
KRML,Leviticus,23,14,528844,>KL,KRML,...,...,66164,#NAVN?,2194,...
T>KLW,Leviticus,23,14,528844,>KL,>KL,2pm=,BN JFR>L,66166,VbPred,2195,945202
<D <YM H-JWM H-ZH,Leviticus,23,14,528844,>KL,<D <YM H JWM H ZH,0sf=<YM JWM,<YM JWM,66167 66168 66169 66170 66171 66172,Time,2196 2197,945203
H-JWM H-ZH,Leviticus,23,14,528844,>KL,H JWM H ZH,...,...,66169 66170 66171 66172,#NAVN?,2197,...
<D HBJ>KM,Leviticus,23,14,528845,<D BW>,<D BW>,2pm=,BN JFR>L,66173 66174,VbPred,2198 2199,945204
sfx:KM,Leviticus,23,14,528845,<D BW>,sfx,2pm=,BN JFR>L,66174,Subj,2199,66174
>T QRBN >LHJKM,Leviticus,23,14,528845,<D BW>,>T QRBN >LHJM+S,...,...,66175 66176 66177,Obj1,2200 2201 2202,...
>LHJKM,Leviticus,23,14,528845,<D BW>,>LHJM+232,"0pm=>LHJM+2pm""YOUPlmas""",>LHJM BN JFR>L,66177,#NAVN?,2201 2202,1318059
sfx:KM,Leviticus,23,14,528845,<D BW>,sfx,2pm=,BN JFR>L,66177,#NAVN?,2202,66177
XQT <WLM,Leviticus,23,14,528846,....,XQH <WLM,0sf=XQH <WLM,XQH <WLM,66178 66179,PrCompl,2203 2204,945206
<WLM,Leviticus,23,14,528846,....,<WLM,0sm=<WLM,<WLM,66179,#NAVN?,2204,1318061
L-DRTJKM,Leviticus,23,14,528846,....,L DWR+232,"0pm=DWR+2pm""YOUPlmas""",DWR BN JFR>L,66180 66181,Compl1,2205 2206,945207
sfx:KM,Leviticus,23,14,528846,....,sfx,2pm=,BN JFR>L,66181,#NAVN?,2206,66181
MCBTJKM,Leviticus,23,14,528846,....,MWCB+232,"0pm=MWCB+2pm""YOUPlmas""",MWCB BN JFR>L,66184,Adjunc,2207 2208,1318063
sfx:KM,Leviticus,23,14,528846,....,sfx,2pm=,BN JFR>L,66184,#NAVN?,2208,66184
SPRTM,Leviticus,23,15,528847,SPR,SPR,2pm=,BN JFR>L,66186,VbPred,2209,945210
sfx:KM,Leviticus,23,15,528847,SPR,sfx,2pm=,BN JFR>L,66187,515,2210,66187
M-MXRT H-CBT,Leviticus,23,15,528847,SPR,MN MXRT H CBT,0sf=MXRT CBT,MXRT CBT,66188 66189 66190 66191,Compl1,2211 2212,945212
H-CBT,Leviticus,23,15,528847,SPR,H CBT,CBT,CBT,66190 66191,#NAVN?,2212,1318065
M-JWM,Leviticus,23,15,528847,SPR,MN JWM,0sm=JWM,JWM,66192 66193,#NAVN?,2213,945213
HBJ>KM,Leviticus,23,15,528848,BW>,BW>,2pm=,BN JFR>L,66194,VbPred,2214 2215,945214
sfx:KM,Leviticus,23,15,528848,BW>,sfx,2pm=,BN JFR>L,66194,Subj,2215,66194
>T <MR H-TNWPH,Leviticus,23,15,528848,BW>,>T <MR H TNWPH,"3sm=<MR R>CJT QYJR+2pm""YOUPlmas""",<MR R>CJT QYJR BN JFR>L,66195 66196 66197 66198,Obj1,2216 2217,945215
H-TNWPH,Leviticus,23,15,528848,BW>,H TNWPH,...,...,66197 66198,#NAVN?,2217,...
CB< CBTWT TMJMT,Leviticus,23,15,528849,HJH,CB< CBT TMJM,3pf=CB< CBT TMJM,CB< CBT TMJM,66199 66200 66201,Subj,2218,945216
THJJNH,Leviticus,23,15,528849,HJH,HJH,3pf=CB< CBT TMJM,CB< CBT TMJM,66202,VbPred,2219,945217
<D M-MXRT H-CBT H-CBJ<T,Leviticus,23,16,528850,SPR,<D MN MXRT H CBT H CBJ<J,...,...,66203 66204 66205 66206 66207 66208 66209,Time,2220 2221 2222,...
MXRT,Leviticus,23,16,528850,SPR,MXRT,...,...,66205,#NAVN?,2221,...
H-CBT,Leviticus,23,16,528850,SPR,H CBT,CBT,CBT,66206 66207,#NAVN?,2222,1318073
TSPRW,Leviticus,23,16,528850,SPR,SPR,2pm=,BN JFR>L,66210,VbPred,2223,945219
XMCJM JWM,Leviticus,23,16,528850,SPR,XMC JWM,...,...,66211 66212,Obj1,2224,...
HQRBTM,Leviticus,23,16,528851,QRB,QRB,2pm=,BN JFR>L,66214,VbPred,2225,945222
MNXH XDCH,Leviticus,23,16,528851,QRB,MNXH XDC,...,...,66215 66216,Obj1,2226,...
L-JHWH,Leviticus,23,16,528851,QRB,L JHWH,0sm=JHWH,JHWH,66217 66218,Compl1,2227,945224
M-MWCBTJKM,Leviticus,23,17,528852,BW>,MN MWCB+232,"0pm=MWCB+2pm""YOUPlmas""",MWCB BN JFR>L,66219 66220,Compl1,2228 2229,945225
sfx:KM,Leviticus,23,17,528852,BW>,sfx,2pm=,BN JFR>L,66220,#NAVN?,2229,66220
TBJ>W,Leviticus,23,17,528852,BW>,BW>,2pm=,BN JFR>L,66221,VbPred,2230,945226
LXM TNWPH CTJM,Leviticus,23,17,528852,BW>,LXM TNWPH CNJM,3pf=CNJM <FRWN SLT,LXM TNWPH CNJM,66222 66223 66224,Obj1,2231 2232,945227
TNWPH CTJM,Leviticus,23,17,528852,BW>,TNWPH CNJM,...,...,66223 66224,#NAVN?,2232,...
CNJ <FRNJM SLT,Leviticus,23,17,528853,HJH,CNJM <FRWN SLT,3pf=CNJM <FRWN SLT,LXM TNWPH CNJM,66225 66226 66227,PrCompl,2233 2234,945228
<FRNJM SLT,Leviticus,23,17,528853,HJH,<FRWN SLT,0pm=<FRWN SLT,<FRWN SLT,66226 66227,#NAVN?,2234,1318087
THJJNH,Leviticus,23,17,528853,HJH,HJH,3pf=CNJM <FRWN SLT,LXM TNWPH CNJM,66228,VbPred,2235,945229
XMY,Leviticus,23,17,528854,>PH,XMY,...,...,66229,525,2236,...
T>PJNH,Leviticus,23,17,528854,>PH,>PH,3pf=CNJM <FRWN SLT,LXM TNWPH CNJM,66230,VbPred,2237,945231
BKWRJM,Leviticus,23,17,528855,....,BKWRJM,0pm=BKWRJM,BKWRJM,66231,PrCompl,2238,945232
L-JHWH,Leviticus,23,17,528855,....,L JHWH,0sm=JHWH,JHWH,66232 66233,Compl1,2239,945233
HQRBTM,Leviticus,23,18,528856,QRB,QRB,2pm=,BN JFR>L,66235,VbPred,2240,945235
<L H-LXM,Leviticus,23,18,528856,QRB,<L H LXM,3pf=CNJM <FRWN SLT,LXM TNWPH CNJM,66236 66237 66238,Adjunc,2241,945236
CB<T KBFJM TMJMM,Leviticus,23,18,528856,QRB,CB< KBF TMJM,3pf=CB< KBF TMJM,CB< KBF TMJM,66239 66240 66241,Obj1,2242 2243 2244,945237
CB<T,Leviticus,23,18,528856,QRB,CB<,...,...,66239,#NAVN?,2243,...
KBFJM,Leviticus,23,18,528856,QRB,KBF,0pm=KBF,KBF,66240,#NAVN?,2244,1318089
BNJ CNH,Leviticus,23,18,528856,QRB,BN CNH,0pm=BN CNH,BN CNH,66242 66243,#NAVN?,2245 2246,945238
CNH,Leviticus,23,18,528856,QRB,CNH,0sf=CNH,CNH,66243,#NAVN?,2246,1318093
PR,Leviticus,23,18,528856,QRB,PR,...,...,66245,566,2247,...
BN BQR,Leviticus,23,18,528856,QRB,BN BQR,...,...,66246 66247,#NAVN?,2248 2249,...
BQR,Leviticus,23,18,528856,QRB,BQR,...,...,66247,#NAVN?,2249,...
>XD,Leviticus,23,18,528856,QRB,>XD,...,...,66248,#NAVN?,2250,...
>JLM CNJM,Leviticus,23,18,528856,QRB,>JL CNJM,...,...,66250 66251,566,2251,...
JHJW,Leviticus,23,18,528857,HJH,HJH,3pf=CB< KBF TMJM,CB< KBF TMJM BN CNH PR BN BQR >XD >JL CNJM,66252,VbPred,2252,945245
